LogSource,ClassificationType,ClassificationName
Syslog - Nimble Storage,Audit/Authentication Failure,Authentication Failure
Syslog - Nimble Storage,Audit/Authentication Success,Authentication Success
Syslog - Nimble Storage,Ops/Critical,Critical
Syslog - Nimble Storage,Ops/Error,Error
Syslog - Nimble Storage,Ops/Information,Information
Syslog - Nimble Storage,Ops/Warning,Warning
Syslog - Nortel 8600 Switch,Audit/Access Failure,Access Failure
Syslog - Nortel 8600 Switch,Audit/Account Modified,Account Modified
Syslog - Nortel 8600 Switch,Audit/Authentication Failure,Authentication Failure
Syslog - Nortel 8600 Switch,Audit/Authentication Success,Authentication Success
Syslog - Nortel 8600 Switch,Audit/Configuration,Configuration
Syslog - Nortel 8600 Switch,Audit/Other Audit Failure,Other Audit Failure
Syslog - Nortel 8600 Switch,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Nortel 8600 Switch,Ops/Critical,Critical
Syslog - Nortel 8600 Switch,Ops/Error,Error
Syslog - Nortel 8600 Switch,Ops/Information,Information
Syslog - Nortel 8600 Switch,Ops/Network Traffic,Network Traffic
Syslog - Nortel 8600 Switch,Ops/Warning,Warning
Syslog - Nortel 8600 Switch,Security/Suspicious,Suspicious
Syslog - Nortel BayStack Switch,Audit/Access Success,Access Success
Syslog - Nortel BayStack Switch,Audit/Configuration,Configuration
Syslog - Nortel BayStack Switch,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Nortel BayStack Switch,Ops/Critical,Critical
Syslog - Nortel BayStack Switch,Ops/Error,Error
Syslog - Nortel BayStack Switch,Ops/Information,Information
Syslog - Nortel BayStack Switch,Ops/Network Traffic,Network Traffic
Syslog - Nortel BayStack Switch,Ops/Warning,Warning
Syslog - Nortel Contivity,Audit/Access Failure,Access Failure
Syslog - Nortel Contivity,Audit/Access Success,Access Success
Syslog - Nortel Contivity,Audit/Authentication Failure,Authentication Failure
Syslog - Nortel Contivity,Audit/Authentication Success,Authentication Success
Syslog - Nortel Contivity,Audit/Configuration,Configuration
Syslog - Nortel Contivity,Audit/Other,Other Audit
Syslog - Nortel Contivity,Audit/Other Audit Success,Other Audit Success
Syslog - Nortel Contivity,Audit/Policy,Policy
Syslog - Nortel Contivity,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Nortel Contivity,Ops/Critical,Critical
Syslog - Nortel Contivity,Ops/Error,Error
Syslog - Nortel Contivity,Ops/Information,Information
Syslog - Nortel Contivity,Ops/Network Deny,Network Deny
Syslog - Nortel Contivity,Ops/Other,Other Operations
Syslog - Nortel Contivity,Ops/Warning,Warning
Syslog - Nortel Contivity,Security/Attack,Attack
Syslog - Nortel Contivity,Security/Compromise,Compromise
Syslog - Nortel Contivity,Security/Denial of Service,Denial Of Service
Syslog - Nortel Firewall,Audit/Access Success,Access Success
Syslog - Nortel Firewall,Audit/Authentication Success,Authentication Success
Syslog - Nortel Firewall,Audit/Configuration,Configuration
Syslog - Nortel Firewall,Audit/Other,Other Audit
Syslog - Nortel Firewall,Audit/Other Audit Success,Other Audit Success
Syslog - Nortel Firewall,Ops/Critical,Critical
Syslog - Nortel Firewall,Ops/Error,Error
Syslog - Nortel Firewall,Ops/Information,Information
Syslog - Nortel Firewall,Ops/Network Allow,Network Allow
Syslog - Nortel Firewall,Ops/Network Deny,Network Deny
Syslog - Nortel Firewall,Ops/Warning,Warning
Syslog - Nortel IP 1220,Audit/Access Failure,Access Failure
Syslog - Nortel IP 1220,Ops/Critical,Critical
Syslog - Nortel IP 1220,Ops/Error,Error
Syslog - Nortel IP 1220,Ops/Information,Information
Syslog - Nortel IP 1220,Ops/Network Traffic,Network Traffic
Syslog - Nortel IP 1220,Ops/Other,Other Operations
Syslog - Nortel IP 1220,Ops/Warning,Warning
Syslog - Nortel Passport Switch,Audit/Access Failure,Access Failure
Syslog - Nortel Passport Switch,Audit/Account Modified,Account Modified
Syslog - Nortel Passport Switch,Audit/Authentication Failure,Authentication Failure
Syslog - Nortel Passport Switch,Audit/Authentication Success,Authentication Success
Syslog - Nortel Passport Switch,Audit/Configuration,Configuration
Syslog - Nortel Passport Switch,Audit/Other Audit Failure,Other Audit Failure
Syslog - Nortel Passport Switch,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Nortel Passport Switch,Ops/Critical,Critical
Syslog - Nortel Passport Switch,Ops/Error,Error
Syslog - Nortel Passport Switch,Ops/Information,Information
Syslog - Nortel Passport Switch,Ops/Network Traffic,Network Traffic
Syslog - Nortel Passport Switch,Ops/Warning,Warning
Syslog - Nortel Passport Switch,Security/Suspicious,Suspicious
Syslog - NuSecure Gateway,Audit/Access Success,Access Success
Syslog - NuSecure Gateway,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - NuSecure Gateway,Ops/Critical,Critical
Syslog - NuSecure Gateway,Ops/Error,Error
Syslog - NuSecure Gateway,Ops/Information,Information
Syslog - NuSecure Gateway,Ops/Network Allow,Network Allow
Syslog - NuSecure Gateway,Ops/Network Deny,Network Deny
Syslog - NuSecure Gateway,Ops/Network Traffic,Network Traffic
Syslog - NuSecure Gateway,Ops/Warning,Warning
Syslog - OpenLDAP,Audit/Access Success,Access Success
Syslog - OpenLDAP,Audit/Other Audit Failure,Other Audit Failure
Syslog - OpenLDAP,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - OpenLDAP,Ops/Critical,Critical
Syslog - OpenLDAP,Ops/Error,Error
Syslog - OpenLDAP,Ops/Information,Information
Syslog - OpenLDAP,Ops/Network Allow,Network Allow
Syslog - OpenLDAP,Ops/Network Traffic,Network Traffic
Syslog - OpenLDAP,Ops/Other,Other Operations
Syslog - OpenLDAP,Ops/Warning,Warning
Syslog - Oracle 10g Audit Trail,Audit/Access Failure,Access Failure
Syslog - Oracle 10g Audit Trail,Audit/Access Success,Access Success
Syslog - Oracle 10g Audit Trail,Audit/Account Created,Account Created
Syslog - Oracle 10g Audit Trail,Audit/Authentication Failure,Authentication Failure
Syslog - Oracle 10g Audit Trail,Audit/Authentication Success,Authentication Success
Syslog - Oracle 10g Audit Trail,Ops/Critical,Critical
Syslog - Oracle 10g Audit Trail,Ops/Error,Error
Syslog - Oracle 10g Audit Trail,Ops/Information,Information
Syslog - Oracle 10g Audit Trail,Ops/Warning,Warning
Syslog - Oracle 11g Audit Trail,Audit/Access Failure,Access Failure
Syslog - Oracle 11g Audit Trail,Audit/Access Success,Access Success
Syslog - Oracle 11g Audit Trail,Audit/Account Created,Account Created
Syslog - Oracle 11g Audit Trail,Audit/Authentication Failure,Authentication Failure
Syslog - Oracle 11g Audit Trail,Audit/Authentication Success,Authentication Success
Syslog - Oracle 11g Audit Trail,Ops/Critical,Critical
Syslog - Oracle 11g Audit Trail,Ops/Error,Error
Syslog - Oracle 11g Audit Trail,Ops/Information,Information
Syslog - Oracle 11g Audit Trail,Ops/Warning,Warning
Syslog - OSSEC Alerts,Audit/Access Failure,Access Failure
Syslog - OSSEC Alerts,Audit/Access Granted,Access Granted
Syslog - OSSEC Alerts,Audit/Access Revoked,Access Revoked
Syslog - OSSEC Alerts,Audit/Access Success,Access Success
Syslog - OSSEC Alerts,Audit/Account Created,Account Created
Syslog - OSSEC Alerts,Audit/Account Deleted,Account Deleted
Syslog - OSSEC Alerts,Audit/Account Modified,Account Modified
Syslog - OSSEC Alerts,Audit/Authentication Failure,Authentication Failure
Syslog - OSSEC Alerts,Audit/Authentication Success,Authentication Success
Syslog - OSSEC Alerts,Audit/Configuration,Configuration
Syslog - OSSEC Alerts,Audit/Other,Other Audit
Syslog - OSSEC Alerts,Audit/Other Audit Failure,Other Audit Failure
Syslog - OSSEC Alerts,Audit/Other Audit Success,Other Audit Success
Syslog - OSSEC Alerts,Audit/Policy,Policy
Syslog - OSSEC Alerts,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - OSSEC Alerts,Ops/Critical,Critical
Syslog - OSSEC Alerts,Ops/Error,Error
Syslog - OSSEC Alerts,Ops/Information,Information
Syslog - OSSEC Alerts,Ops/Network Deny,Network Deny
Syslog - OSSEC Alerts,Ops/Network Traffic,Network Traffic
Syslog - OSSEC Alerts,Ops/Warning,Warning
Syslog - OSSEC Alerts,Security/Activity,Activity
Syslog - OSSEC Alerts,Security/Attack,Attack
Syslog - OSSEC Alerts,Security/Compromise,Compromise
Syslog - OSSEC Alerts,Security/Denial of Service,Denial Of Service
Syslog - OSSEC Alerts,Security/Failed Malware,Failed Malware
Syslog - OSSEC Alerts,Security/Failed Suspicious,Failed Suspicious
Syslog - OSSEC Alerts,Security/Malware,Malware
Syslog - OSSEC Alerts,Security/Misuse,Misuse
Syslog - OSSEC Alerts,Security/Reconnaissance,Reconnaissance
Syslog - OSSEC Alerts,Security/Suspicious,Suspicious
Syslog - Other,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Other,Ops/Critical,Critical
Syslog - Other,Ops/Error,Error
Syslog - Other,Ops/Information,Information
Syslog - Other,Ops/Other,Other Operations
Syslog - Other,Ops/Warning,Warning
Syslog - Outpost24,Audit/Access Success,Access Success
Syslog - Outpost24,Audit/Authentication Failure,Authentication Failure
Syslog - Outpost24,Audit/Authentication Success,Authentication Success
Syslog - Outpost24,Audit/Other Audit Success,Other Audit Success
Syslog - Outpost24,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Outpost24,Ops/Critical,Critical
Syslog - Outpost24,Ops/Error,Error
Syslog - Outpost24,Ops/Information,Information
Syslog - Outpost24,Ops/Other,Other Operations
Syslog - Outpost24,Ops/Warning,Warning
Syslog - Outpost24,Security/Activity,Activity
Syslog - Outpost24,Security/Other,Other Security
Syslog - Outpost24,Security/Vulnerability,Vulnerability
Syslog - Palo Alto Firewall,Audit/Access Granted,Access Granted
Syslog - Palo Alto Firewall,Audit/Access Success,Access Success
Syslog - Palo Alto Firewall,Audit/Authentication Failure,Authentication Failure
Syslog - Palo Alto Firewall,Audit/Authentication Success,Authentication Success
Syslog - Palo Alto Firewall,Audit/Configuration,Configuration
Syslog - Palo Alto Firewall,Audit/Other,Other Audit
Syslog - Palo Alto Firewall,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Palo Alto Firewall,Ops/Critical,Critical
Syslog - Palo Alto Firewall,Ops/Error,Error
Syslog - Palo Alto Firewall,Ops/Information,Information
Syslog - Palo Alto Firewall,Ops/Network Allow,Network Allow
Syslog - Palo Alto Firewall,Ops/Network Deny,Network Deny
Syslog - Palo Alto Firewall,Ops/Network Traffic,Network Traffic
Syslog - Palo Alto Firewall,Ops/Warning,Warning
Syslog - Palo Alto Firewall,Security/Activity,Activity
Syslog - Palo Alto Firewall,Security/Attack,Attack
Syslog - Palo Alto Firewall,Security/Denial of Service,Denial Of Service
Syslog - Palo Alto Firewall,Security/Failed Activity,Failed Activity
Syslog - Palo Alto Firewall,Security/Failed Attack,Failed Attack
Syslog - Palo Alto Firewall,Security/Failed Malware,Failed Malware
Syslog - Palo Alto Firewall,Security/Malware,Malware
Syslog - Palo Alto Firewall,Security/Misuse,Misuse
Syslog - Palo Alto Firewall,Security/Reconnaissance,Reconnaissance
Syslog - Palo Alto Firewall,Security/Suspicious,Suspicious
Syslog - Palo Alto Firewall,Security/Vulnerability,Vulnerability
Syslog - Palo Alto Traps CEF,Audit/Authentication Failure,Authentication Failure
Syslog - Palo Alto Traps CEF,Audit/Other,Other Audit
Syslog - Palo Alto Traps CEF,Audit/Other Audit Success,Other Audit Success
Syslog - Palo Alto Traps CEF,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Palo Alto Traps CEF,Ops/Critical,Critical
Syslog - Palo Alto Traps CEF,Ops/Error,Error
Syslog - Palo Alto Traps CEF,Ops/Information,Information
Syslog - Palo Alto Traps CEF,Ops/Warning,Warning
Syslog - PhishMe Triage,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - PhishMe Triage,Ops/Information,Information
Syslog - PhishMe Triage,Security/Activity,Activity
Syslog - PhishMe Triage,Security/Attack,Attack
Syslog - PhishMe Triage,Security/Malware,Malware
Syslog - PingFederate 7.2,Ops/Critical,Critical
Syslog - PingFederate 7.2,Ops/Error,Error
Syslog - PingFederate 7.2,Ops/Information,Information
Syslog - PingFederate 7.2,Ops/Warning,Warning
Syslog - Polycom,Audit/Access Success,Access Success
Syslog - Polycom,Audit/Configuration,Configuration
Syslog - Polycom,Audit/Other Audit Failure,Other Audit Failure
Syslog - Polycom,Audit/Other Audit Success,Other Audit Success
Syslog - Polycom,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Polycom,Ops/Critical,Critical
Syslog - Polycom,Ops/Error,Error
Syslog - Polycom,Ops/Information,Information
Syslog - Polycom,Ops/Network Traffic,Network Traffic
Syslog - Polycom,Ops/Warning,Warning
Syslog - Postfix,Audit/Access Success,Access Success
Syslog - Postfix,Audit/Authentication Success,Authentication Success
Syslog - Postfix,Audit/Other Audit Failure,Other Audit Failure
Syslog - Postfix,Audit/Other Audit Success,Other Audit Success
Syslog - Postfix,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Postfix,Ops/Critical,Critical
Syslog - Postfix,Ops/Error,Error
Syslog - Postfix,Ops/Information,Information
Syslog - Postfix,Ops/Network Deny,Network Deny
Syslog - Postfix,Ops/Network Traffic,Network Traffic
Syslog - Postfix,Ops/Warning,Warning
Syslog - Postfix,Security/Activity,Activity
Syslog - Postfix,Security/Failed Activity,Failed Activity
Syslog - Postfix,Security/Failed Misuse,Failed Misuse
Syslog - Postfix,Security/Suspicious,Suspicious
Syslog - Proofpoint Spam Firewall,Audit/Access Failure,Access Failure
Syslog - Proofpoint Spam Firewall,Audit/Access Success,Access Success
Syslog - Proofpoint Spam Firewall,Audit/Other,Other Audit
Syslog - Proofpoint Spam Firewall,Audit/Other Audit Failure,Other Audit Failure
Syslog - Proofpoint Spam Firewall,Audit/Other Audit Success,Other Audit Success
Syslog - Proofpoint Spam Firewall,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Proofpoint Spam Firewall,Ops/Critical,Critical
Syslog - Proofpoint Spam Firewall,Ops/Error,Error
Syslog - Proofpoint Spam Firewall,Ops/Information,Information
Syslog - Proofpoint Spam Firewall,Ops/Network Traffic,Network Traffic
Syslog - Proofpoint Spam Firewall,Ops/Other,Other Operations
Syslog - Proofpoint Spam Firewall,Ops/Warning,Warning
Syslog - Proofpoint Spam Firewall,Security/Activity,Activity
Syslog - Proofpoint Spam Firewall,Security/Failed Activity,Failed Activity
Syslog - Proofpoint Spam Firewall,Security/Failed Malware,Failed Malware
Syslog - Proofpoint Spam Firewall,Security/Failed Misuse,Failed Misuse
Syslog - Proofpoint Spam Firewall,Security/Suspicious,Suspicious
Syslog - Protegrity Defiance DPS,Audit/Access Success,Access Success
Syslog - Protegrity Defiance DPS,Audit/Other Audit Success,Other Audit Success
Syslog - Protegrity Defiance DPS,Ops/Critical,Critical
Syslog - Protegrity Defiance DPS,Ops/Error,Error
Syslog - Protegrity Defiance DPS,Ops/Information,Information
Syslog - Protegrity Defiance DPS,Ops/Warning,Warning
Syslog - Protegrity Defiance DPS,Security/Activity,Activity
Syslog - Protegrity Defiance DPS,Security/Attack,Attack
Syslog - Protegrity Defiance DPS,Security/Compromise,Compromise
Syslog - Protegrity Defiance DPS,Security/Misuse,Misuse
Syslog - Protegrity Defiance DPS,Security/Suspicious,Suspicious
Syslog - QLogic Infiniband Switch,Ops/Critical,Critical
Syslog - QLogic Infiniband Switch,Ops/Error,Error
Syslog - QLogic Infiniband Switch,Ops/Information,Information
Syslog - QLogic Infiniband Switch,Ops/Warning,Warning
Syslog - Quest Defender,Audit/Access Failure,Access Failure
Syslog - Quest Defender,Audit/Access Success,Access Success
Syslog - Quest Defender,Audit/Authentication Failure,Authentication Failure
Syslog - Quest Defender,Audit/Authentication Success,Authentication Success
Syslog - Quest Defender,Ops/Critical,Critical
Syslog - Quest Defender,Ops/Error,Error
Syslog - Quest Defender,Ops/Information,Information
Syslog - Quest Defender,Ops/Warning,Warning
Syslog - RADiFlow 3180 Switch,Audit/Access Success,Access Success
Syslog - RADiFlow 3180 Switch,Audit/Authentication Failure,Authentication Failure
Syslog - RADiFlow 3180 Switch,Audit/Authentication Success,Authentication Success
Syslog - RADiFlow 3180 Switch,Audit/Configuration,Configuration
Syslog - RADiFlow 3180 Switch,Audit/Other Audit Failure,Other Audit Failure
Syslog - RADiFlow 3180 Switch,Audit/Other Audit Success,Other Audit Success
Syslog - RADiFlow 3180 Switch,Ops/Critical,Critical
Syslog - RADiFlow 3180 Switch,Ops/Error,Error
Syslog - RADiFlow 3180 Switch,Ops/Information,Information
Syslog - RADiFlow 3180 Switch,Ops/Network Traffic,Network Traffic
Syslog - RADiFlow 3180 Switch,Ops/Warning,Warning
Syslog - Radware Alteon Load Balancer,Audit/Access Failure,Access Failure
Syslog - Radware Alteon Load Balancer,Audit/Authentication Failure,Authentication Failure
Syslog - Radware Alteon Load Balancer,Audit/Authentication Success,Authentication Success
Syslog - Radware Alteon Load Balancer,Audit/Configuration,Configuration
Syslog - Radware Alteon Load Balancer,Ops/Critical,Critical
Syslog - Radware Alteon Load Balancer,Ops/Error,Error
Syslog - Radware Alteon Load Balancer,Ops/Information,Information
Syslog - Radware Alteon Load Balancer,Ops/Network Traffic,Network Traffic
Syslog - Radware Alteon Load Balancer,Ops/Warning,Warning
Syslog - Radware DefensePro,Audit/Access Failure,Access Failure
Syslog - Radware DefensePro,Audit/Access Success,Access Success
Syslog - Radware DefensePro,Audit/Account Created,Account Created
Syslog - Radware DefensePro,Audit/Account Modified,Account Modified
Syslog - Radware DefensePro,Audit/Authentication Failure,Authentication Failure
Syslog - Radware DefensePro,Audit/Authentication Success,Authentication Success
Syslog - Radware DefensePro,Audit/Configuration,Configuration
Syslog - Radware DefensePro,Audit/Other,Other Audit
Syslog - Radware DefensePro,Ops/Critical,Critical
Syslog - Radware DefensePro,Ops/Error,Error
Syslog - Radware DefensePro,Ops/Information,Information
Syslog - Radware DefensePro,Ops/Warning,Warning
Syslog - Radware DefensePro,Security/Attack,Attack
Syslog - Radware DefensePro,Security/Compromise,Compromise
Syslog - Radware DefensePro,Security/Denial of Service,Denial Of Service
Syslog - Radware DefensePro,Security/Reconnaissance,Reconnaissance
Syslog - Radware DefensePro,Security/Suspicious,Suspicious
Syslog - Radware Web Server Director Audit Log,Audit/Access Failure,Access Failure
Syslog - Radware Web Server Director Audit Log,Ops/Critical,Critical
Syslog - Radware Web Server Director Audit Log,Ops/Error,Error
Syslog - Radware Web Server Director Audit Log,Ops/Information,Information
Syslog - Radware Web Server Director Audit Log,Ops/Warning,Warning
Syslog - Raritan KVM,Audit/Access Success,Access Success
Syslog - Raritan KVM,Audit/Authentication Failure,Authentication Failure
Syslog - Raritan KVM,Audit/Authentication Success,Authentication Success
Syslog - Raritan KVM,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Raritan KVM,Ops/Critical,Critical
Syslog - Raritan KVM,Ops/Error,Error
Syslog - Raritan KVM,Ops/Information,Information
Syslog - Raritan KVM,Ops/Warning,Warning
Syslog - Raz-Lee,Audit/Access Failure,Access Failure
Syslog - Raz-Lee,Audit/Access Success,Access Success
Syslog - Raz-Lee,Audit/Account Modified,Account Modified
Syslog - Raz-Lee,Audit/Authentication Failure,Authentication Failure
Syslog - Raz-Lee,Audit/Other Audit Success,Other Audit Success
Syslog - Raz-Lee,Ops/Critical,Critical
Syslog - Raz-Lee,Ops/Error,Error
Syslog - Raz-Lee,Ops/Information,Information
Syslog - Raz-Lee,Ops/Warning,Warning
Syslog - RedSeal,Audit/Access Success,Access Success
Syslog - RedSeal,Audit/Authentication Success,Authentication Success
Syslog - RedSeal,Audit/Configuration,Configuration
Syslog - RedSeal,Audit/Policy,Policy
Syslog - RedSeal,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - RedSeal,Ops/Critical,Critical
Syslog - RedSeal,Ops/Error,Error
Syslog - RedSeal,Ops/Information,Information
Syslog - RedSeal,Ops/Warning,Warning
Syslog - RedSeal,Security/Reconnaissance,Reconnaissance
Syslog - RedSeal,Security/Vulnerability,Vulnerability
Syslog - Riverbed,Audit/Access Success,Access Success
Syslog - Riverbed,Audit/Authentication Failure,Authentication Failure
Syslog - Riverbed,Audit/Authentication Success,Authentication Success
Syslog - Riverbed,Audit/Configuration,Configuration
Syslog - Riverbed,Audit/Other Audit Success,Other Audit Success
Syslog - Riverbed,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Riverbed,Ops/Critical,Critical
Syslog - Riverbed,Ops/Error,Error
Syslog - Riverbed,Ops/Information,Information
Syslog - Riverbed,Ops/Network Traffic,Network Traffic
Syslog - Riverbed,Ops/Other,Other Operations
Syslog - Riverbed,Ops/Warning,Warning
Syslog - Riverbed,Security/Other,Other Security
Syslog - RSA ACE,Audit/Access Failure,Access Failure
Syslog - RSA ACE,Audit/Account Modified,Account Modified
Syslog - RSA ACE,Audit/Authentication Failure,Authentication Failure
Syslog - RSA ACE,Audit/Authentication Success,Authentication Success
Syslog - RSA ACE,Audit/Other Audit Success,Other Audit Success
Syslog - RSA ACE,Ops/Critical,Critical
Syslog - RSA ACE,Ops/Error,Error
Syslog - RSA ACE,Ops/Information,Information
Syslog - RSA ACE,Ops/Warning,Warning
Syslog - RSA ACE,Security/Attack,Attack
Syslog - RSA Authentication Manager v7.1,Audit/Access Failure,Access Failure
Syslog - RSA Authentication Manager v7.1,Audit/Access Revoked,Access Revoked
Syslog - RSA Authentication Manager v7.1,Audit/Access Success,Access Success
Syslog - RSA Authentication Manager v7.1,Audit/Account Modified,Account Modified
Syslog - RSA Authentication Manager v7.1,Audit/Authentication Failure,Authentication Failure
Syslog - RSA Authentication Manager v7.1,Audit/Authentication Success,Authentication Success
Syslog - RSA Authentication Manager v7.1,Audit/Configuration,Configuration
Syslog - RSA Authentication Manager v7.1,Audit/Other Audit Success,Other Audit Success
Syslog - RSA Authentication Manager v7.1,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - RSA Authentication Manager v7.1,Ops/Critical,Critical
Syslog - RSA Authentication Manager v7.1,Ops/Error,Error
Syslog - RSA Authentication Manager v7.1,Ops/Information,Information
Syslog - RSA Authentication Manager v7.1,Ops/Warning,Warning
Syslog - RSA Authentication Manager v8.1,Audit/Access Failure,Access Failure
Syslog - RSA Authentication Manager v8.1,Audit/Access Revoked,Access Revoked
Syslog - RSA Authentication Manager v8.1,Audit/Access Success,Access Success
Syslog - RSA Authentication Manager v8.1,Audit/Authentication Failure,Authentication Failure
Syslog - RSA Authentication Manager v8.1,Audit/Authentication Success,Authentication Success
Syslog - RSA Authentication Manager v8.1,Audit/Configuration,Configuration
Syslog - RSA Authentication Manager v8.1,Audit/Other,Other Audit
Syslog - RSA Authentication Manager v8.1,Audit/Other Audit Success,Other Audit Success
Syslog - RSA Authentication Manager v8.1,Ops/Critical,Critical
Syslog - RSA Authentication Manager v8.1,Ops/Error,Error
Syslog - RSA Authentication Manager v8.1,Ops/Information,Information
Syslog - RSA Authentication Manager v8.1,Ops/Warning,Warning
Syslog - RSA Web Threat Detection,Audit/Access Success,Access Success
Syslog - RSA Web Threat Detection,Audit/Authentication Failure,Authentication Failure
Syslog - RSA Web Threat Detection,Audit/Authentication Success,Authentication Success
Syslog - RSA Web Threat Detection,Audit/Other Audit Success,Other Audit Success
Syslog - RSA Web Threat Detection,Ops/Critical,Critical
Syslog - RSA Web Threat Detection,Ops/Error,Error
Syslog - RSA Web Threat Detection,Ops/Information,Information
Syslog - RSA Web Threat Detection,Ops/Network Traffic,Network Traffic
Syslog - RSA Web Threat Detection,Ops/Warning,Warning
Syslog - RSA Web Threat Detection 5.1,Audit/Access Success,Access Success
Syslog - RSA Web Threat Detection 5.1,Audit/Authentication Failure,Authentication Failure
Syslog - RSA Web Threat Detection 5.1,Audit/Authentication Success,Authentication Success
Syslog - RSA Web Threat Detection 5.1,Audit/Other,Other Audit
Syslog - RSA Web Threat Detection 5.1,Ops/Critical,Critical
Syslog - RSA Web Threat Detection 5.1,Ops/Error,Error
Syslog - RSA Web Threat Detection 5.1,Ops/Information,Information
Syslog - RSA Web Threat Detection 5.1,Ops/Other,Other Operations
Syslog - RSA Web Threat Detection 5.1,Ops/Warning,Warning
Syslog - RuggedRouter,Ops/Critical,Critical
Syslog - RuggedRouter,Ops/Error,Error
Syslog - RuggedRouter,Ops/Information,Information
Syslog - RuggedRouter,Ops/Network Allow,Network Allow
Syslog - RuggedRouter,Ops/Network Deny,Network Deny
Syslog - RuggedRouter,Ops/Network Traffic,Network Traffic
Syslog - RuggedRouter,Ops/Warning,Warning
Syslog - Safenet,Audit/Authentication Failure,Authentication Failure
Syslog - Safenet,Audit/Authentication Success,Authentication Success
Syslog - Safenet,Audit/Configuration,Configuration
Syslog - Safenet,Audit/Other Audit Success,Other Audit Success
Syslog - Safenet,Ops/Critical,Critical
Syslog - Safenet,Ops/Error,Error
Syslog - Safenet,Ops/Information,Information
Syslog - Safenet,Ops/Network Traffic,Network Traffic
Syslog - Safenet,Ops/Other,Other Operations
Syslog - Safenet,Ops/Warning,Warning
Syslog - Sailpoint,Ops/Critical,Critical
Syslog - Sailpoint,Ops/Error,Error
Syslog - Sailpoint,Ops/Information,Information
Syslog - Sailpoint,Ops/Warning,Warning
Syslog - Sauce Labs,Audit/Other Audit Success,Other Audit Success
Syslog - Sauce Labs,Ops/Critical,Critical
Syslog - Sauce Labs,Ops/Error,Error
Syslog - Sauce Labs,Ops/Information,Information
Syslog - Sauce Labs,Ops/Warning,Warning
Syslog - SecureAuth IdP,Audit/Access Failure,Access Failure
Syslog - SecureAuth IdP,Audit/Access Granted,Access Granted
Syslog - SecureAuth IdP,Audit/Access Success,Access Success
Syslog - SecureAuth IdP,Audit/Account Modified,Account Modified
Syslog - SecureAuth IdP,Audit/Authentication Failure,Authentication Failure
Syslog - SecureAuth IdP,Audit/Authentication Success,Authentication Success
Syslog - SecureAuth IdP,Audit/Configuration,Configuration
Syslog - SecureAuth IdP,Audit/Other,Other Audit
Syslog - SecureAuth IdP,Audit/Other Audit Failure,Other Audit Failure
Syslog - SecureAuth IdP,Audit/Other Audit Success,Other Audit Success
Syslog - SecureAuth IdP,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - SecureAuth IdP,Ops/Critical,Critical
Syslog - SecureAuth IdP,Ops/Error,Error
Syslog - SecureAuth IdP,Ops/Information,Information
Syslog - SecureAuth IdP,Ops/Warning,Warning
Syslog - SecureAuth IdP,Security/Activity,Activity
Syslog - SecureAuth IdP,Security/Other,Other Security
Syslog - SecureAuth IdP v9,Audit/Authentication Success,Authentication Success
Syslog - SecureAuth IdP v9,Audit/Other,Other Audit
Syslog - SecureAuth IdP v9,Audit/Other Audit Success,Other Audit Success
Syslog - SecureAuth IdP v9,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - SecureAuth IdP v9,Ops/Critical,Critical
Syslog - SecureAuth IdP v9,Ops/Error,Error
Syslog - SecureAuth IdP v9,Ops/Information,Information
Syslog - SecureAuth IdP v9,Ops/Warning,Warning
Syslog - SecureTrack,Audit/Access Failure,Access Failure
Syslog - SecureTrack,Audit/Access Success,Access Success
Syslog - SecureTrack,Audit/Authentication Failure,Authentication Failure
Syslog - SecureTrack,Audit/Other Audit Success,Other Audit Success
Syslog - SecureTrack,Audit/Policy,Policy
Syslog - SecureTrack,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - SecureTrack,Ops/Critical,Critical
Syslog - SecureTrack,Ops/Error,Error
Syslog - SecureTrack,Ops/Information,Information
Syslog - SecureTrack,Ops/Warning,Warning
Syslog - SEL 3610 Port Switch,Audit/Access Failure,Access Failure
Syslog - SEL 3610 Port Switch,Audit/Access Granted,Access Granted
Syslog - SEL 3610 Port Switch,Audit/Access Revoked,Access Revoked
